Task,Start,Finish,Cores
-1,2022-03-15 22:01:08.231626,2022-03-15 22:01:09.232769,8
23,2022-03-15 22:01:14.157763,2022-03-15 22:24:19.113702,8
7.5,2022-03-15 21:50:37.911195,2022-03-15 21:52:10.911195,1
7.5,2022-03-15 21:52:10.911195,2022-03-15 21:53:57.911195,2
7.5,2022-03-15 21:53:57.911195,2022-03-15 21:55:59.911195,1
7.5,2022-03-15 21:55:59.911195,2022-03-15 21:58:19.911195,2
7.5,2022-03-15 21:58:19.911195,2022-03-15 22:01:12.911195,1
-1,2022-03-15 22:01:42.267678,2022-03-15 22:01:43.268847,8
24,2022-03-15 22:01:47.815722,2022-03-15 22:24:16.494542,8
-1,2022-03-15 22:02:20.303641,2022-03-15 22:02:21.304806,8
25,2022-03-15 22:02:26.567085,2022-03-15 22:25:40.038327,8
-1,2022-03-15 22:03:00.343642,2022-03-15 22:03:01.344771,8
26,2022-03-15 22:03:06.036855,2022-03-15 22:27:39.322127,8
8.5,2022-03-15 21:51:25.134808,2022-03-15 21:53:14.134808,1
8.5,2022-03-15 21:53:14.134808,2022-03-15 21:55:10.134808,2
8.5,2022-03-15 21:55:10.134808,2022-03-15 21:57:32.134808,1
8.5,2022-03-15 21:57:32.134808,2022-03-15 22:00:21.134808,2
8.5,2022-03-15 22:00:21.134808,2022-03-15 22:03:37.134808,1
-1,2022-03-15 22:03:48.391632,2022-03-15 22:03:49.392756,8
27,2022-03-15 22:03:56.662708,2022-03-15 22:28:25.565848,8
0.5,2022-03-15 21:51:41.846340,2022-03-15 21:53:29.846340,1
0.5,2022-03-15 21:53:29.846340,2022-03-15 21:55:29.846340,2
0.5,2022-03-15 21:55:29.846340,2022-03-15 21:57:53.846340,1
0.5,2022-03-15 21:57:53.846340,2022-03-15 22:00:48.846340,2
0.5,2022-03-15 22:00:48.846340,2022-03-15 22:04:10.846340,1
-1,2022-03-15 22:04:34.435647,2022-03-15 22:04:35.436801,8
28,2022-03-15 22:04:40.793173,2022-03-15 22:31:27.054634,8
9.5,2022-03-15 21:52:07.594959,2022-03-15 21:54:09.594959,1
9.5,2022-03-15 21:54:09.594959,2022-03-15 21:56:17.594959,2
9.5,2022-03-15 21:56:17.594959,2022-03-15 21:58:42.594959,1
9.5,2022-03-15 21:58:42.594959,2022-03-15 22:01:37.594959,2
9.5,2022-03-15 22:01:37.594959,2022-03-15 22:04:54.594959,1
-1,2022-03-15 22:05:22.483667,2022-03-15 22:05:23.484817,8
29,2022-03-15 22:05:29.096788,2022-03-15 22:31:15.034564,8
-3,2022-03-15 22:05:36.511672,2022-03-15 22:05:37.512845,21
21,2022-03-15 22:05:42.491725,2022-03-15 22:33:24.014603,8
-1,2022-03-15 22:06:03.523648,2022-03-15 22:06:04.524813,8
30,2022-03-15 22:06:09.765271,2022-03-15 22:34:50.114441,8
-1,2022-03-15 22:06:49.567632,2022-03-15 22:06:50.568772,8
10.5,2022-03-15 21:52:47.372762,2022-03-15 21:54:58.372762,1
10.5,2022-03-15 21:54:58.372762,2022-03-15 21:57:11.372762,2
10.5,2022-03-15 21:57:11.372762,2022-03-15 21:59:53.372762,1
10.5,2022-03-15 21:59:53.372762,2022-03-15 22:03:10.372762,2
10.5,2022-03-15 22:03:10.372762,2022-03-15 22:06:44.372762,1
31,2022-03-15 22:06:55.827736,2022-03-15 22:36:28.759068,8
-1,2022-03-15 22:07:24.603657,2022-03-15 22:07:25.604807,8
32,2022-03-15 22:07:30.813378,2022-03-15 22:37:20.328589,8
11.5,2022-03-15 21:53:22.463937,2022-03-15 21:55:33.463937,1
11.5,2022-03-15 21:55:33.463937,2022-03-15 21:57:59.463937,2
11.5,2022-03-15 21:57:59.463937,2022-03-15 22:00:55.463937,1
11.5,2022-03-15 22:00:55.463937,2022-03-15 22:04:18.463937,2
11.5,2022-03-15 22:04:18.463937,2022-03-15 22:07:50.463937,1
-1,2022-03-15 22:08:01.639637,2022-03-15 22:08:02.640777,8
33,2022-03-15 22:08:10.495758,2022-03-15 22:36:37.723099,8
12.5,2022-03-15 21:53:59.435455,2022-03-15 21:56:13.435455,1
12.5,2022-03-15 21:56:13.435455,2022-03-15 21:58:37.435455,2
12.5,2022-03-15 21:58:37.435455,2022-03-15 22:01:34.435455,1
12.5,2022-03-15 22:01:34.435455,2022-03-15 22:04:50.435455,2
12.5,2022-03-15 22:04:50.435455,2022-03-15 22:08:45.435455,1
-1,2022-03-15 22:08:52.687642,2022-03-15 22:08:53.688837,8
34,2022-03-15 22:09:08.512563,2022-03-15 22:39:19.430412,8
-1,2022-03-15 22:09:32.727643,2022-03-15 22:09:33.728810,8
35,2022-03-15 22:09:38.699771,2022-03-15 22:41:45.839133,8
-1,2022-03-15 22:10:19.775642,2022-03-15 22:10:20.776796,8
36,2022-03-15 22:10:26.188144,2022-03-15 22:41:46.176706,8
-1,2022-03-15 22:11:07.823641,2022-03-15 22:11:08.824804,8
13.5,2022-03-15 21:54:49.655417,2022-03-15 21:57:21.655417,1
13.5,2022-03-15 21:57:21.655417,2022-03-15 22:00:13.655417,2
13.5,2022-03-15 22:00:13.655417,2022-03-15 22:03:29.655417,1
13.5,2022-03-15 22:03:29.655417,2022-03-15 22:07:04.655417,2
13.5,2022-03-15 22:07:04.655417,2022-03-15 22:11:02.655417,1
37,2022-03-15 22:11:14.632783,2022-03-15 22:44:16.902634,8
-1,2022-03-15 22:11:50.863642,2022-03-15 22:11:51.864807,8
38,2022-03-15 22:11:57.449985,2022-03-15 22:47:18.303222,8
14.5,2022-03-15 21:55:21.472890,2022-03-15 21:57:59.472890,1
14.5,2022-03-15 21:57:59.472890,2022-03-15 22:01:06.472890,2
14.5,2022-03-15 22:01:06.472890,2022-03-15 22:04:28.472890,1
14.5,2022-03-15 22:04:28.472890,2022-03-15 22:08:07.472890,2
14.5,2022-03-15 22:08:07.472890,2022-03-15 22:12:12.472890,1
-1,2022-03-15 22:12:27.899628,2022-03-15 22:12:28.900851,8
39,2022-03-15 22:12:33.731735,2022-03-15 22:46:19.850044,8
-1,2022-03-15 22:13:08.939652,2022-03-15 22:13:09.940854,8
40,2022-03-15 22:13:15.737362,2022-03-15 22:49:30.440916,8
-1,2022-03-15 22:13:48.979641,2022-03-15 22:13:49.980814,8
41,2022-03-15 22:13:56.100011,2022-03-15 22:49:32.874196,8
15.5,2022-03-15 21:56:10.259691,2022-03-15 21:58:52.259691,1
15.5,2022-03-15 21:58:52.259691,2022-03-15 22:02:03.259691,2
15.5,2022-03-15 22:02:03.259691,2022-03-15 22:05:25.259691,1
15.5,2022-03-15 22:05:25.259691,2022-03-15 22:09:30.259691,2
15.5,2022-03-15 22:09:30.259691,2022-03-15 22:14:10.259691,1
16.5,2022-03-15 21:56:34.818141,2022-03-15 21:59:28.818141,1
16.5,2022-03-15 21:59:28.818141,2022-03-15 22:02:39.818141,2
16.5,2022-03-15 22:02:39.818141,2022-03-15 22:06:10.818141,1
16.5,2022-03-15 22:06:10.818141,2022-03-15 22:09:57.818141,2
16.5,2022-03-15 22:09:57.818141,2022-03-15 22:14:13.818141,1
-1,2022-03-15 22:14:32.023665,2022-03-15 22:14:33.024840,8
42,2022-03-15 22:14:38.495718,2022-03-15 22:50:53.362526,8
-1,2022-03-15 22:15:15.067635,2022-03-15 22:15:16.068802,8
17.5,2022-03-15 21:57:13.682175,2022-03-15 22:00:11.682175,1
17.5,2022-03-15 22:00:11.682175,2022-03-15 22:03:26.682175,2
17.5,2022-03-15 22:03:26.682175,2022-03-15 22:06:54.682175,1
17.5,2022-03-15 22:06:54.682175,2022-03-15 22:10:48.682175,2
17.5,2022-03-15 22:10:48.682175,2022-03-15 22:15:12.682175,1
43,2022-03-15 22:15:22.067729,2022-03-15 22:51:43.051817,8
-1,2022-03-15 22:15:53.103652,2022-03-15 22:15:54.104840,8
44,2022-03-15 22:15:59.875406,2022-03-15 22:55:16.601088,8
-1,2022-03-15 22:16:34.143638,2022-03-15 22:16:35.144873,8
45,2022-03-15 22:16:41.135740,2022-03-15 22:54:43.129208,8
-1,2022-03-15 22:17:08.175644,2022-03-15 22:17:09.176815,8
46,2022-03-15 22:17:15.563740,2022-03-15 22:57:37.000578,8
18.5,2022-03-15 21:58:02.071729,2022-03-15 22:01:02.071729,1
18.5,2022-03-15 22:01:02.071729,2022-03-15 22:04:17.071729,2
18.5,2022-03-15 22:04:17.071729,2022-03-15 22:08:09.071729,1
18.5,2022-03-15 22:08:09.071729,2022-03-15 22:12:39.071729,2
18.5,2022-03-15 22:12:39.071729,2022-03-15 22:17:39.071729,1
-1,2022-03-15 22:17:56.223652,2022-03-15 22:17:57.224829,8
47,2022-03-15 22:18:03.384570,2022-03-15 22:56:07.843208,8
19.5,2022-03-15 21:58:31.002166,2022-03-15 22:01:44.002166,1
19.5,2022-03-15 22:01:44.002166,2022-03-15 22:05:11.002166,2
19.5,2022-03-15 22:05:11.002166,2022-03-15 22:08:55.002166,1
19.5,2022-03-15 22:08:55.002166,2022-03-15 22:13:13.002166,2
19.5,2022-03-15 22:13:13.002166,2022-03-15 22:17:58.002166,1
-1,2022-03-15 22:18:41.267678,2022-03-15 22:18:42.268872,8
48,2022-03-15 22:18:48.338172,2022-03-15 22:58:25.811659,8
-1,2022-03-15 22:19:18.303673,2022-03-15 22:19:19.304866,8
49,2022-03-15 22:19:25.283773,2022-03-15 23:01:14.766503,8
-1,2022-03-15 22:19:53.339640,2022-03-15 22:19:54.340823,8
50,2022-03-15 22:20:00.839764,2022-03-15 22:30:01.896991,8
20.5,2022-03-15 21:59:11.580470,2022-03-15 22:02:31.580470,1
20.5,2022-03-15 22:02:31.580470,2022-03-15 22:05:55.580470,2
20.5,2022-03-15 22:05:55.580470,2022-03-15 22:10:14.580470,1
20.5,2022-03-15 22:10:14.580470,2022-03-15 22:15:03.580470,2
20.5,2022-03-15 22:15:03.580470,2022-03-15 22:20:14.580470,1
-1,2022-03-15 22:20:27.371647,2022-03-15 22:20:28.372817,8
51,2022-03-15 22:20:36.426296,2022-03-15 23:02:50.538644,8
-1,2022-03-15 22:21:11.415612,2022-03-15 22:21:12.416789,8
52,2022-03-15 22:21:19.339750,2022-03-15 23:04:11.236363,8
-1,2022-03-15 22:21:43.447679,2022-03-15 22:21:44.448860,8
53,2022-03-15 22:21:51.831734,2022-03-15 23:05:18.017599,8
-1,2022-03-15 22:22:27.491638,2022-03-15 22:22:28.492847,8
54,2022-03-15 22:22:35.879757,2022-03-15 23:05:55.856750,8
-1,2022-03-15 22:23:02.527633,2022-03-15 22:23:03.528826,8
55,2022-03-15 22:23:09.942491,2022-03-15 23:05:02.546864,8
22.5,2022-03-15 22:00:36.483726,2022-03-15 22:04:08.483726,1
22.5,2022-03-15 22:04:08.483726,2022-03-15 22:07:59.483726,2
22.5,2022-03-15 22:07:59.483726,2022-03-15 22:12:28.483726,1
22.5,2022-03-15 22:12:28.483726,2022-03-15 22:17:32.483726,2
22.5,2022-03-15 22:17:32.483726,2022-03-15 22:23:13.483726,1
-1,2022-03-15 22:23:41.567674,2022-03-15 22:23:42.568870,8
56,2022-03-15 22:23:49.539760,2022-03-15 23:08:02.574321,8
24.5,2022-03-15 22:01:47.815722,2022-03-15 22:05:24.815722,1
24.5,2022-03-15 22:05:24.815722,2022-03-15 22:09:11.815722,2
24.5,2022-03-15 22:09:11.815722,2022-03-15 22:13:27.815722,1
24.5,2022-03-15 22:13:27.815722,2022-03-15 22:18:18.815722,2
24.5,2022-03-15 22:18:18.815722,2022-03-15 22:24:09.815722,1
23.5,2022-03-15 22:01:14.157763,2022-03-15 22:04:42.157763,1
23.5,2022-03-15 22:04:42.157763,2022-03-15 22:08:42.157763,2
23.5,2022-03-15 22:08:42.157763,2022-03-15 22:13:13.157763,1
23.5,2022-03-15 22:13:13.157763,2022-03-15 22:18:21.157763,2
23.5,2022-03-15 22:18:21.157763,2022-03-15 22:24:14.157763,1
-1,2022-03-15 22:24:24.611629,2022-03-15 22:24:25.612818,8
57,2022-03-15 22:24:35.643762,2022-03-15 23:06:48.960698,8
-1,2022-03-15 22:25:01.647657,2022-03-15 22:25:02.648858,8
58,2022-03-15 22:25:09.728495,2022-03-15 22:35:10.781892,8
-1,2022-03-15 22:25:37.683650,2022-03-15 22:25:38.684861,8
25.5,2022-03-15 22:02:26.567085,2022-03-15 22:06:13.567085,1
25.5,2022-03-15 22:06:13.567085,2022-03-15 22:10:04.567085,2
25.5,2022-03-15 22:10:04.567085,2022-03-15 22:14:25.567085,1
25.5,2022-03-15 22:14:25.567085,2022-03-15 22:19:31.567085,2
25.5,2022-03-15 22:19:31.567085,2022-03-15 22:25:34.567085,1
59,2022-03-15 22:25:45.435823,2022-03-15 23:10:30.890465,8
-1,2022-03-15 22:26:20.727696,2022-03-15 22:26:21.728885,8
60,2022-03-15 22:26:28.625678,2022-03-15 23:10:11.366551,8
-1,2022-03-15 22:27:02.767645,2022-03-15 22:27:03.768872,8
61,2022-03-15 22:27:10.559765,2022-03-15 23:11:14.802921,8
-1,2022-03-15 22:27:37.803637,2022-03-15 22:27:38.804844,8
26.5,2022-03-15 22:03:06.036855,2022-03-15 22:06:48.036855,1
26.5,2022-03-15 22:06:48.036855,2022-03-15 22:10:56.036855,2
26.5,2022-03-15 22:10:56.036855,2022-03-15 22:15:48.036855,1
26.5,2022-03-15 22:15:48.036855,2022-03-15 22:21:01.036855,2
26.5,2022-03-15 22:21:01.036855,2022-03-15 22:27:33.036855,1
62,2022-03-15 22:27:45.640441,2022-03-15 23:11:42.280619,8
-1,2022-03-15 22:28:18.843635,2022-03-15 22:28:19.844841,8
27.5,2022-03-15 22:03:56.662708,2022-03-15 22:07:47.662708,1
27.5,2022-03-15 22:07:47.662708,2022-03-15 22:11:57.662708,2
27.5,2022-03-15 22:11:57.662708,2022-03-15 22:16:35.662708,1
27.5,2022-03-15 22:16:35.662708,2022-03-15 22:22:05.662708,2
27.5,2022-03-15 22:22:05.662708,2022-03-15 22:28:18.662708,1
63,2022-03-15 22:28:26.467758,2022-03-15 23:14:08.446843,8
-1,2022-03-15 22:28:59.887655,2022-03-15 22:29:00.888908,8
64,2022-03-15 22:29:08.055654,2022-03-15 23:13:21.223883,8
-1,2022-03-15 22:29:37.923623,2022-03-15 22:29:38.924834,8
65,2022-03-15 22:29:46.091760,2022-03-15 23:13:50.893352,8
-1,2022-03-15 22:30:17.963710,2022-03-15 22:30:18.964919,8
66,2022-03-15 22:30:25.783791,2022-03-15 23:14:56.644320,8
-3,2022-03-15 22:30:44.807655,2022-03-15 22:30:45.808894,50
-1,2022-03-15 22:30:48.995731,2022-03-15 22:30:49.996932,8
50,2022-03-15 22:30:52.778635,2022-03-15 23:16:35.948414,8
67,2022-03-15 22:31:00.526861,2022-03-15 23:16:49.394659,8
29.5,2022-03-15 22:05:29.096788,2022-03-15 22:09:29.096788,1
29.5,2022-03-15 22:09:29.096788,2022-03-15 22:13:44.096788,2
29.5,2022-03-15 22:13:44.096788,2022-03-15 22:18:40.096788,1
29.5,2022-03-15 22:18:40.096788,2022-03-15 22:24:39.096788,2
29.5,2022-03-15 22:24:39.096788,2022-03-15 22:31:08.096788,1
28.5,2022-03-15 22:04:40.793173,2022-03-15 22:08:46.793173,1
28.5,2022-03-15 22:08:46.793173,2022-03-15 22:13:21.793173,2
28.5,2022-03-15 22:13:21.793173,2022-03-15 22:18:26.793173,1
28.5,2022-03-15 22:18:26.793173,2022-03-15 22:24:17.793173,2
28.5,2022-03-15 22:24:17.793173,2022-03-15 22:31:19.793173,1
-1,2022-03-15 22:31:31.035629,2022-03-15 22:31:32.036823,8
68,2022-03-15 22:31:43.675737,2022-03-15 23:16:25.050586,8
-1,2022-03-15 22:32:17.079638,2022-03-15 22:32:18.080856,8
69,2022-03-15 22:32:25.304426,2022-03-15 23:17:17.626084,8
-1,2022-03-15 22:33:01.123640,2022-03-15 22:33:02.124845,8
70,2022-03-15 22:33:08.820708,2022-03-15 23:19:04.334905,8
21.5,2022-03-15 22:05:42.491725,2022-03-15 22:09:58.491725,1
21.5,2022-03-15 22:09:58.491725,2022-03-15 22:14:42.491725,2
21.5,2022-03-15 22:14:42.491725,2022-03-15 22:19:49.491725,1
21.5,2022-03-15 22:19:49.491725,2022-03-15 22:25:57.491725,2
21.5,2022-03-15 22:25:57.491725,2022-03-15 22:33:16.491725,1
-1,2022-03-15 22:33:32.155619,2022-03-15 22:33:33.156847,8
71,2022-03-15 22:33:40.763738,2022-03-15 23:18:53.786348,8
-1,2022-03-15 22:34:13.195676,2022-03-15 22:34:14.196896,8
72,2022-03-15 22:34:21.599819,2022-03-15 23:20:35.626661,8
30.5,2022-03-15 22:06:09.765271,2022-03-15 22:10:41.765271,1
30.5,2022-03-15 22:10:41.765271,2022-03-15 22:15:29.765271,2
30.5,2022-03-15 22:15:29.765271,2022-03-15 22:20:43.765271,1
30.5,2022-03-15 22:20:43.765271,2022-03-15 22:27:18.765271,2
30.5,2022-03-15 22:27:18.765271,2022-03-15 22:34:42.765271,1
-1,2022-03-15 22:34:55.235642,2022-03-15 22:34:56.236857,8
73,2022-03-15 22:35:07.671769,2022-03-15 23:21:02.106840,8
-1,2022-03-15 22:35:31.271693,2022-03-15 22:35:32.272917,8
74,2022-03-15 22:35:39.623786,2022-03-15 23:20:41.706291,8
-3,2022-03-15 22:35:53.591667,2022-03-15 22:35:54.592944,58
58,2022-03-15 22:36:02.441368,2022-03-15 22:49:03.853430,8
-1,2022-03-15 22:36:04.303646,2022-03-15 22:36:05.304928,8
75,2022-03-15 22:36:12.097391,2022-03-15 23:22:14.058383,8
31.5,2022-03-15 22:06:55.827736,2022-03-15 22:11:33.827736,1
31.5,2022-03-15 22:11:33.827736,2022-03-15 22:16:28.827736,2
31.5,2022-03-15 22:16:28.827736,2022-03-15 22:21:59.827736,1
31.5,2022-03-15 22:21:59.827736,2022-03-15 22:28:43.827736,2
31.5,2022-03-15 22:28:43.827736,2022-03-15 22:36:22.827736,1
33.5,2022-03-15 22:08:10.495758,2022-03-15 22:12:31.495758,1
33.5,2022-03-15 22:12:31.495758,2022-03-15 22:17:13.495758,2
33.5,2022-03-15 22:17:13.495758,2022-03-15 22:22:51.495758,1
33.5,2022-03-15 22:22:51.495758,2022-03-15 22:29:06.495758,2
33.5,2022-03-15 22:29:06.495758,2022-03-15 22:36:31.495758,1
-1,2022-03-15 22:36:44.343704,2022-03-15 22:36:45.344931,8
76,2022-03-15 22:36:55.623776,2022-03-15 23:21:46.714357,8
32.5,2022-03-15 22:07:30.813378,2022-03-15 22:12:07.813378,1
32.5,2022-03-15 22:12:07.813378,2022-03-15 22:17:08.813378,2
32.5,2022-03-15 22:17:08.813378,2022-03-15 22:22:45.813378,1
32.5,2022-03-15 22:22:45.813378,2022-03-15 22:29:33.813378,2
32.5,2022-03-15 22:29:33.813378,2022-03-15 22:37:11.813378,1
-1,2022-03-15 22:37:28.387619,2022-03-15 22:37:29.388842,8
77,2022-03-15 22:37:37.700486,2022-03-15 23:22:54.880296,8
-1,2022-03-15 22:38:06.423628,2022-03-15 22:38:07.424854,8
78,2022-03-15 22:38:15.463785,2022-03-15 23:22:42.898949,8
-1,2022-03-15 22:38:43.459639,2022-03-15 22:38:44.460897,8
79,2022-03-15 22:38:52.590535,2022-03-15 23:23:54.003026,8
34.5,2022-03-15 22:09:08.512563,2022-03-15 22:13:45.512563,1
34.5,2022-03-15 22:13:45.512563,2022-03-15 22:18:44.512563,2
34.5,2022-03-15 22:18:44.512563,2022-03-15 22:24:40.512563,1
34.5,2022-03-15 22:24:40.512563,2022-03-15 22:31:08.512563,2
34.5,2022-03-15 22:31:08.512563,2022-03-15 22:39:10.512563,1
-1,2022-03-15 22:39:25.499625,2022-03-15 22:39:26.500840,8
80,2022-03-15 22:39:37.180592,2022-03-15 23:24:37.408715,8
-1,2022-03-15 22:40:05.539623,2022-03-15 22:40:06.540856,8
81,2022-03-15 22:40:14.334620,2022-03-15 23:24:58.246662,8
-1,2022-03-15 22:40:43.575655,2022-03-15 22:40:44.576918,8
82,2022-03-15 22:40:51.963804,2022-03-15 23:24:31.573881,8
-1,2022-03-15 22:41:29.619631,2022-03-15 22:41:30.620875,8
83,2022-03-15 22:41:38.897385,2022-03-15 23:25:33.291960,8
35.5,2022-03-15 22:09:38.699771,2022-03-15 22:14:47.699771,1
35.5,2022-03-15 22:14:47.699771,2022-03-15 22:20:00.699771,2
35.5,2022-03-15 22:20:00.699771,2022-03-15 22:26:10.699771,1
35.5,2022-03-15 22:26:10.699771,2022-03-15 22:33:35.699771,2
35.5,2022-03-15 22:33:35.699771,2022-03-15 22:41:37.699771,1
36.5,2022-03-15 22:10:26.188144,2022-03-15 22:15:10.188144,1
36.5,2022-03-15 22:15:10.188144,2022-03-15 22:20:25.188144,2
36.5,2022-03-15 22:20:25.188144,2022-03-15 22:26:29.188144,1
36.5,2022-03-15 22:26:29.188144,2022-03-15 22:33:16.188144,2
36.5,2022-03-15 22:33:16.188144,2022-03-15 22:41:36.188144,1
-1,2022-03-15 22:42:14.663649,2022-03-15 22:42:15.664925,8
84,2022-03-15 22:42:24.027802,2022-03-15 23:26:16.134439,8
-1,2022-03-15 22:42:55.703637,2022-03-15 22:42:56.704888,8
85,2022-03-15 22:43:04.668819,2022-03-15 23:25:36.475346,8
-1,2022-03-15 22:43:24.731646,2022-03-15 22:43:25.732943,8
86,2022-03-15 22:43:35.428493,2022-03-15 23:26:26.696840,8
-1,2022-03-15 22:44:11.779664,2022-03-15 22:44:12.780956,8
37.5,2022-03-15 22:11:14.632783,2022-03-15 22:16:14.632783,1
37.5,2022-03-15 22:16:14.632783,2022-03-15 22:22:07.632783,2
37.5,2022-03-15 22:22:07.632783,2022-03-15 22:28:16.632783,1
37.5,2022-03-15 22:28:16.632783,2022-03-15 22:35:26.632783,2
37.5,2022-03-15 22:35:26.632783,2022-03-15 22:44:08.632783,1
87,2022-03-15 22:44:20.971811,2022-03-15 23:26:17.949000,8
